step,epoch,phase,layer,weight_delta_abs,weight_delta_rel,grad_cossim_safety_vs_math,cossim_intra_math,cossim_intra_safety,train_loss
1000,1,finetune,layer_8.mlp_down,0.014440362341701984,0.0004199099210756185,-0.014642497524619102,-0.008056852617301047,0.21716762706637383,0.7220036685466766
1000,1,finetune,layer_9.attn_o,0.005466141737997532,0.0002200571060470124,-0.00653191190212965,-0.010130098962690681,0.2907284088432789,0.7220036685466766
1000,1,finetune,layer_9.mlp_down,0.014496684074401855,0.00042648579659592886,-0.01882297359406948,-0.010635385526256869,0.31595149636268616,0.7220036685466766
1000,1,finetune,layer_10.attn_o,0.0057399580255150795,0.00024231288901451726,-0.017049668356776237,-0.01793801414896734,0.3403754159808159,0.7220036685466766
1000,1,finetune,layer_10.mlp_down,0.014848719350993633,0.0004413077217683723,-0.011765173636376858,-0.014315269334474578,0.3568531200289726,0.7220036685466766
1000,1,finetune,layer_11.attn_o,0.005652612075209618,0.00023007365374911785,-0.007579062599688768,-0.010189315187744796,0.3266441896557808,0.7220036685466766
1000,1,finetune,layer_11.mlp_down,0.014833254739642143,0.0004463321402827882,-0.025722680613398552,-0.012208072352223098,0.35844286531209946,0.7220036685466766
1000,1,finetune,layer_12.attn_o,0.005848418455570936,0.0002428459180999729,-0.02065729908645153,-0.011328359840263147,0.3799983114004135,0.7220036685466766
1000,1,finetune,layer_12.mlp_down,0.014911340549588203,0.0004497723024267076,-0.01734585128724575,-0.01380984135903418,0.3748427852988243,0.7220036685466766
1000,1,finetune,layer_13.attn_o,0.0058455877006053925,0.0002421377374538905,-0.011130866594612598,-0.004676744370954111,0.29694662243127823,0.7220036685466766
1000,1,finetune,layer_13.mlp_down,0.015022455714643002,0.0004516486104009448,-0.009807523339986801,-0.009793667821213603,0.37872618436813354,0.7220036685466766
1000,1,finetune,layer_14.attn_o,0.005605088081210852,0.0002385766022495333,-0.006150905508548021,-0.004246090888045728,0.3567495569586754,0.7220036685466766
1000,1,finetune,layer_14.mlp_down,0.014865279197692871,0.00044513253133157113,-0.005736072547733784,0.0017315666191279888,0.35601694881916046,0.7220036685466766
1000,1,finetune,layer_15.attn_o,0.005734147038310766,0.0002449693519805203,-0.009346538223326206,-0.0030547030037268996,0.3407776728272438,0.7220036685466766
1000,1,finetune,layer_15.mlp_down,0.015014433301985264,0.0004455843894150351,-0.0024809592869132757,-0.004170725733274594,0.27247070148587227,0.7220036685466766
1000,1,finetune,layer_16.attn_o,0.005706922151148319,0.00023912948065703463,-0.0029033711180090904,-0.004922568681649864,0.18270130082964897,0.7220036685466766
1000,1,finetune,layer_16.mlp_down,0.014856376685202122,0.0004365372145495042,-0.0033594497945159674,-0.00396176369395107,0.26445934548974037,0.7220036685466766
1000,1,finetune,layer_17.attn_o,0.005793915130198002,0.0002462989784230666,-0.006520002614706755,-0.0025137363700196147,0.27047981321811676,0.7220036685466766
1000,1,finetune,layer_17.mlp_down,0.014705712907016277,0.00043446514039390015,-0.009611175395548344,-0.003009549982380122,0.26231544092297554,0.7220036685466766
1000,1,finetune,layer_18.attn_o,0.005628189537674189,0.0002320633311154038,-0.003991319332271814,-0.004155116970650852,0.2910602390766144,0.7220036685466766
1000,1,finetune,layer_18.mlp_down,0.014705805107951164,0.0004308001207143094,-0.009679216891527176,-0.004863339709118009,0.182456873357296,0.7220036685466766
1000,1,finetune,layer_19.attn_o,0.005606849677860737,0.00023701214205084612,-0.024871546775102615,-0.002280632732436061,0.30693215131759644,0.7220036685466766
1000,1,finetune,layer_19.mlp_down,0.014502447098493576,0.0004207446395440881,-0.014883819036185741,-0.0012335479259490967,0.19124918803572655,0.7220036685466766
1000,1,finetune,layer_20.attn_o,0.005396661814302206,0.00022429653618055544,-0.007841182872653008,-0.003501043887808919,0.19834769889712334,0.7220036685466766
1000,1,finetune,layer_20.mlp_down,0.014335059560835361,0.0004131234550281009,-0.002908099675551057,0.0012098144798073918,0.183608403429389,0.7220036685466766
1000,1,finetune,layer_21.attn_o,0.005597333423793316,0.00023754442065578846,-0.004040383733808994,-0.0003624242090154439,0.25142746418714523,0.7220036685466766
1000,1,finetune,layer_21.mlp_down,0.014286067336797714,0.0004089280945140177,-0.004342667758464813,-0.0021011601202189922,0.21146966144442558,0.7220036685466766
1000,1,finetune,layer_22.attn_o,0.005342860706150532,0.00022178956371317563,0.009329120628535748,0.001684370101429522,0.33566201850771904,0.7220036685466766
1000,1,finetune,layer_22.mlp_down,0.014483065344393253,0.00041283796764891937,-0.005297567695379257,-0.0035653049126267433,0.2251419611275196,0.7220036685466766
1000,1,finetune,layer_23.attn_o,0.005427735857665539,0.00022185664033991137,-0.00221546133980155,-0.0016067144460976124,0.2504086159169674,0.7220036685466766
1000,1,finetune,layer_23.mlp_down,0.014606064185500145,0.0004177390016491435,-0.015664611011743546,-0.006777237635105848,0.21630382910370827,0.7220036685466766
1000,1,finetune,layer_24.attn_o,0.0054406034760177135,0.0002267653580236714,-0.011561304330825806,-0.004998734220862389,0.22159627079963684,0.7220036685466766
1000,1,finetune,layer_24.mlp_down,0.01478516310453415,0.000427035137620322,0.000747240032069385,-0.007857689168304205,0.1690759528428316,0.7220036685466766
1000,1,finetune,layer_25.attn_o,0.005922982934862375,0.0002649363935682365,-0.02424018830060959,0.008893639780580997,0.19052447751164436,0.7220036685466766
1000,1,finetune,layer_25.mlp_down,0.015621241182088852,0.00048313409659643254,-0.06134561821818352,0.007936397567391396,0.2044527605175972,0.7220036685466766
1050,1,finetune,layer_0.attn_o,0.0032059638760983944,0.00013785703671279507,-0.0023338075261563063,0.02793943858705461,0.2615213803946972,0.9222507774829865
1050,1,finetune,layer_0.mlp_down,0.007882288657128811,0.00022318499599915495,0.004740856122225523,0.005302750505506992,0.18774796463549137,0.9222507774829865
1050,1,finetune,layer_1.attn_o,0.0032246261835098267,0.0001335637574833817,-0.001327878562733531,0.01647017546929419,0.20813274383544922,0.9222507774829865
1050,1,finetune,layer_1.mlp_down,0.00766140827909112,0.0002182875568125899,-0.0006070624222047627,0.013920970319304615,0.19244661182165146,0.9222507774829865
1050,1,finetune,layer_2.attn_o,0.0031912587583065033,0.00013558749225784457,-0.007284325547516346,0.013140682829543948,0.1349250990897417,0.9222507774829865
1050,1,finetune,layer_2.mlp_down,0.007928559556603432,0.00022855766410358145,-0.0071862624026834965,0.010426155291497707,0.149333069100976,0.9222507774829865
1050,1,finetune,layer_3.attn_o,0.003192236879840493,0.00013555636084953233,-0.013613521121442318,0.01716731581836939,0.22126397863030434,0.9222507774829865
1050,1,finetune,layer_3.mlp_down,0.007789547089487314,0.00022260167402063215,-0.016721462830901146,0.017418266768800095,0.20954057201743126,0.9222507774829865
1050,1,finetune,layer_4.attn_o,0.003170504467561841,0.00013616575230116767,-0.015377670526504517,0.021514868480153382,0.2211136519908905,0.9222507774829865
1050,1,finetune,layer_4.mlp_down,0.008157863281667233,0.00023834352694840702,-0.02011522464454174,0.01755771378520876,0.18901750072836876,0.9222507774829865
1050,1,finetune,layer_5.attn_o,0.003188044298440218,0.0001310283641513136,-0.014209047891199589,0.022660094284219667,0.25030718743801117,0.9222507774829865
1050,1,finetune,layer_5.mlp_down,0.008320947177708149,0.0002459946399102334,-0.024581460282206535,0.01504615810699761,0.1888723261654377,0.9222507774829865
1050,1,finetune,layer_6.attn_o,0.003225562861189246,0.00014287793038756391,-0.027905557304620743,0.026824809378013015,0.31712500005960464,0.9222507774829865
1050,1,finetune,layer_6.mlp_down,0.008172275498509407,0.00023845849071830606,-0.03736134245991707,0.02152927266433835,0.22762064263224602,0.9222507774829865
1050,1,finetune,layer_7.attn_o,0.0032110479660332203,0.00012965369280588967,-0.012116946280002594,0.012142130290158093,0.26907864212989807,0.9222507774829865
1050,1,finetune,layer_7.mlp_down,0.00827332865446806,0.00024070421483602736,-0.012352196499705315,0.007793926459271461,0.20888153463602066,0.9222507774829865
1050,1,finetune,layer_8.attn_o,0.003118094988167286,0.00012918325941550272,-0.005964189767837524,0.009986409568227828,0.31059250980615616,0.9222507774829865
1050,1,finetune,layer_8.mlp_down,0.0082626948133111,0.00024027011544645565,0.004635862074792385,0.0067890062418882735,0.21436504647135735,0.9222507774829865
1050,1,finetune,layer_9.attn_o,0.0031469613313674927,0.00012669104399701836,0.005920853465795517,0.00500958098564297,0.2842775247991085,0.9222507774829865
1050,1,finetune,layer_9.mlp_down,0.008238148875534534,0.0002423625887085014,0.002186406636610627,0.007067930535413325,0.3178596496582031,0.9222507774829865
1050,1,finetune,layer_10.attn_o,0.003207292640581727,0.00013539617227159397,0.005391414742916822,0.01253846830513794,0.35281122475862503,0.9222507774829865
1050,1,finetune,layer_10.mlp_down,0.008298438042402267,0.000246631692616877,-0.0010120240040123463,0.011831495037768036,0.3752375692129135,0.9222507774829865
1050,1,finetune,layer_11.attn_o,0.0031325076706707478,0.00012749989202306408,0.009415032342076302,0.00654667737762793,0.3397955298423767,0.9222507774829865
1050,1,finetune,layer_11.mlp_down,0.008328349329531193,0.0002505997534942935,0.0061089093796908855,0.02000683611186105,0.3809862807393074,0.9222507774829865
1050,1,finetune,layer_12.attn_o,0.003280565608292818,0.0001362200692520885,0.009348655119538307,0.015074975264724344,0.3996403217315674,0.9222507774829865
1050,1,finetune,layer_12.mlp_down,0.00830882415175438,0.00025061991956829173,0.015471012331545353,0.01953373331343755,0.3960844501852989,0.9222507774829865
1050,1,finetune,layer_13.attn_o,0.0032664118334650993,0.00013530232954235154,0.007493437733501196,0.012090479605831206,0.30235642567276955,0.9222507774829865
1050,1,finetune,layer_13.mlp_down,0.008361044339835644,0.00025137395172392384,0.028070468455553055,0.022718968655681238,0.39354728162288666,0.9222507774829865
1050,1,finetune,layer_14.attn_o,0.0031460835598409176,0.00013391081731900568,0.014639284461736679,0.008460897486656904,0.38168981298804283,0.9222507774829865
1050,1,finetune,layer_14.mlp_down,0.008396781049668789,0.00025143694605185297,0.04188726469874382,0.018919456168077886,0.3667890578508377,0.9222507774829865
1050,1,finetune,layer_15.attn_o,0.0031511993147432804,0.00013462284556624982,0.02149617299437523,0.014615918975323439,0.3657415807247162,0.9222507774829865
1050,1,finetune,layer_15.mlp_down,0.008253004401922226,0.0002449249900616543,0.018546059727668762,0.017744346521794796,0.2915630154311657,0.9222507774829865
1050,1,finetune,layer_16.attn_o,0.003140440210700035,0.00013158964091845214,0.011070344597101212,0.008415924850851297,0.23598760552704334,0.9222507774829865
1050,1,finetune,layer_16.mlp_down,0.008227778598666191,0.00024176362968565215,0.016405878588557243,0.00911196880042553,0.3019215688109398,0.9222507774829865
1050,1,finetune,layer_17.attn_o,0.003189976094290614,0.00013560568899650624,0.014158676378428936,0.0068322186707518995,0.3263538219034672,0.9222507774829865
1050,1,finetune,layer_17.mlp_down,0.008198311552405357,0.00024221067024294415,0.020079879090189934,0.012029084376990795,0.31277433782815933,0.9222507774829865
1050,1,finetune,layer_18.attn_o,0.0031181168742477894,0.0001285672033255859,0.0027623376809060574,0.005330956308171153,0.34383369237184525,0.9222507774829865
1050,1,finetune,layer_18.mlp_down,0.008225860074162483,0.0002409729686280284,-0.0005673948326148093,0.014967366587370634,0.2009068876504898,0.9222507774829865
1050,1,finetune,layer_19.attn_o,0.00309041328728199,0.00013063760508448457,0.0028035964351147413,0.027229099301621318,0.34147821366786957,0.9222507774829865
1050,1,finetune,layer_19.mlp_down,0.008058452047407627,0.0002337916131631351,0.006544303148984909,0.019586825161240995,0.20484365709125996,0.9222507774829865
1050,1,finetune,layer_20.attn_o,0.002928274217993021,0.00012170519233612278,0.0027668343391269445,0.012051153578795493,0.24829137325286865,0.9222507774829865
1050,1,finetune,layer_20.mlp_down,0.007935207337141037,0.00022868550057792762,-0.002574617275968194,0.01279360824264586,0.20369739457964897,0.9222507774829865
1050,1,finetune,layer_21.attn_o,0.0030774197075515985,0.00013060216824632812,0.0033035201486200094,0.011526735732331872,0.30357296392321587,0.9222507774829865
1050,1,finetune,layer_21.mlp_down,0.007836982607841492,0.00022432782157685673,-0.011002565734088421,0.013037923374213278,0.21729331836104393,0.9222507774829865
1050,1,finetune,layer_22.attn_o,0.0029618977569043636,0.00012295248695340852,-0.009254286997020245,0.01267318893224001,0.3476075381040573,0.9222507774829865
1050,1,finetune,layer_22.mlp_down,0.007823695428669453,0.00022301346044305588,-0.006507344543933868,0.007807189365848899,0.2482321560382843,0.9222507774829865
1050,1,finetune,layer_23.attn_o,0.003039266914129257,0.0001242288800241975,-0.005652624182403088,0.004143614787608385,0.2782188728451729,0.9222507774829865
1050,1,finetune,layer_23.mlp_down,0.007947970181703568,0.0002273149759356832,-0.0033637629821896553,0.004611459793522954,0.2227957770228386,0.9222507774829865
1050,1,finetune,layer_24.attn_o,0.003115573665127158,0.00012985768596001645,-0.0016836225986480713,0.0020213440875522792,0.2342832386493683,0.9222507774829865
1050,1,finetune,layer_24.mlp_down,0.0081251859664917,0.0002346771478176951,0.011788861826062202,-0.0003529881651047617,0.16403263993561268,0.9222507774829865
1050,1,finetune,layer_25.attn_o,0.003255686955526471,0.00014562762886035174,0.01563160866498947,0.0009653690503910184,0.19778204336762428,0.9222507774829865
1050,1,finetune,layer_25.mlp_down,0.008659259416162968,0.0002678137688584502,0.009007018990814686,-0.006637987564317882,0.1471540331840515,0.9222507774829865
1100,1,finetune,layer_0.attn_o,0.0014910284662619233,6.411449846510497e-05,-0.007095525972545147,0.009569162502884865,0.36844560503959656,0.973453015089035
1100,1,finetune,layer_0.mlp_down,0.0036515702959150076,0.00010339328300890794,0.001556610339321196,0.005855086958035827,0.2512587867677212,0.973453015089035
1100,1,finetune,layer_1.attn_o,0.0014876589411869645,6.161871383876476e-05,-0.007868852466344833,0.009841385763138533,0.2770009711384773,0.973453015089035
1100,1,finetune,layer_1.mlp_down,0.0034752092324197292,9.901507727081365e-05,0.0016951238503679633,0.013520721346139908,0.2566172033548355,0.973453015089035
1100,1,finetune,layer_2.attn_o,0.0015092508401721716,6.412376811323915e-05,0.000718367868103087,0.01018208498135209,0.15851414017379284,0.973453015089035
1100,1,finetune,layer_2.mlp_down,0.0036694486625492573,0.0001057797070325077,-7.160205859690905e-05,0.007987369899637997,0.19654561206698418,0.973453015089035
1100,1,finetune,layer_3.attn_o,0.0014354942832142115,6.09573751502268e-05,-0.0018468473572283983,0.017442574491724372,0.268938273191452,0.973453015089035
1100,1,finetune,layer_3.mlp_down,0.0035962576512247324,0.00010277015648990973,-0.0006769915344193578,0.014819527044892311,0.27504749596118927,0.973453015089035
1100,1,finetune,layer_4.attn_o,0.001464888802729547,6.291354827032267e-05,0.0019170446321368217,0.018490298418328166,0.26241910457611084,0.973453015089035
1100,1,finetune,layer_4.mlp_down,0.0037491314578801394,0.00010953618414670872,0.003499284852296114,0.00815968750976026,0.2329075112938881,0.973453015089035
1100,1,finetune,layer_5.attn_o,0.001455232035368681,5.9809919563613104e-05,-0.0033069979399442673,0.019396664429223165,0.30579788237810135,0.973453015089035
1100,1,finetune,layer_5.mlp_down,0.003809277666732669,0.00011261481030145095,0.005948558449745178,0.011756631312891841,0.23065327480435371,0.973453015089035
1100,1,finetune,layer_6.attn_o,0.001435764948837459,6.359793641375607e-05,0.005079319234937429,0.03233032859861851,0.36016908288002014,0.973453015089035
1100,1,finetune,layer_6.mlp_down,0.0037942093331366777,0.00011071107810965353,0.009628082625567913,0.01477010641247034,0.26003454625606537,0.973453015089035
1100,1,finetune,layer_7.attn_o,0.0014670701930299401,5.923644559154906e-05,0.0035620646085590124,0.011111949221231043,0.30770285427570343,0.973453015089035
1100,1,finetune,layer_7.mlp_down,0.003852413035929203,0.0001120821006592825,0.006184754427522421,0.004847636970225722,0.24035027995705605,0.973453015089035
1100,1,finetune,layer_8.attn_o,0.0014312254497781396,5.9295938469607514e-05,0.012526665814220905,0.005662868497893214,0.3345866799354553,0.973453015089035
1100,1,finetune,layer_8.mlp_down,0.003872124943882227,0.00011259715241943721,0.006377293728291988,0.007511262549087405,0.24120406433939934,0.973453015089035
1100,1,finetune,layer_9.attn_o,0.0014467118307948112,5.8242035063896654e-05,0.009041456505656242,0.006343965418636799,0.3136270083487034,0.973453015089035
1100,1,finetune,layer_9.mlp_down,0.0038674825336784124,0.00011377957509737221,0.01542874425649643,0.013375886948779225,0.35533254593610764,0.973453015089035
1100,1,finetune,layer_10.attn_o,0.001505647785961628,6.356106843166933e-05,0.016155598685145378,0.013323066988959908,0.37083636224269867,0.973453015089035
1100,1,finetune,layer_10.mlp_down,0.003912726417183876,0.00011628722587142139,0.024407897144556046,0.013217105763033032,0.40002724528312683,0.973453015089035
1100,1,finetune,layer_11.attn_o,0.0014761254424229264,6.008152391247657e-05,0.009172729216516018,0.006489457446150482,0.3911416232585907,0.973453015089035
1100,1,finetune,layer_11.mlp_down,0.003936739172786474,0.0001184563503806765,0.022129228338599205,0.018219283781945705,0.4144676774740219,0.973453015089035
1100,1,finetune,layer_12.attn_o,0.0015340897953137755,6.370054530484248e-05,0.01773018017411232,0.010966578498482704,0.4325849860906601,0.973453015089035
1100,1,finetune,layer_12.mlp_down,0.0039704106748104095,0.00011975990655235706,0.027996612712740898,0.01910553127527237,0.4255101829767227,0.973453015089035
1100,1,finetune,layer_13.attn_o,0.001560285221785307,6.46306210059572e-05,0.009547973051667213,0.005313782021403313,0.3422713428735733,0.973453015089035
1100,1,finetune,layer_13.mlp_down,0.004045839887112379,0.0001216377666627354,0.023807017132639885,0.026484115864150226,0.4207332879304886,0.973453015089035
1100,1,finetune,layer_14.attn_o,0.0015099199954420328,6.426867463309714e-05,0.008737804368138313,0.011733989580534399,0.4186962842941284,0.973453015089035
1100,1,finetune,layer_14.mlp_down,0.004051626659929752,0.0001213237105849259,0.018960071727633476,0.024373702937737107,0.40133365988731384,0.973453015089035
1100,1,finetune,layer_15.attn_o,0.0015702591044828296,6.708326824417682e-05,0.011658744886517525,0.013099021278321743,0.3965635672211647,0.973453015089035
1100,1,finetune,layer_15.mlp_down,0.0041169957257807255,0.00012218037070062135,0.00793484691530466,0.012227557599544525,0.3219411112368107,0.973453015089035
1100,1,finetune,layer_16.attn_o,0.0016072498401626945,6.734642761630661e-05,0.0027149133384227753,-0.002219826215878129,0.2403781358152628,0.973453015089035
1100,1,finetune,layer_16.mlp_down,0.004126535262912512,0.00012125340165926372,0.004991489462554455,0.0008623194880783558,0.3162085525691509,0.973453015089035
1100,1,finetune,layer_17.attn_o,0.0016001006588339806,6.802018130897563e-05,0.002756413770839572,0.0023799515329301357,0.3167719691991806,0.973453015089035
1100,1,finetune,layer_17.mlp_down,0.004134459886699915,0.00012214835870153566,-0.0029425504617393017,0.009395734639838338,0.30901724845170975,0.973453015089035
1100,1,finetune,layer_18.attn_o,0.0016101580113172531,6.639055583100489e-05,-0.005448132287710905,0.003717962885275483,0.3479444943368435,0.973453015089035
1100,1,finetune,layer_18.mlp_down,0.004241189453750849,0.00012424378775836208,-0.0035052625462412834,0.006748562213033438,0.22318461164832115,0.973453015089035
1100,1,finetune,layer_19.attn_o,0.0016083463560789824,6.798783740970371e-05,-0.015499986708164215,0.023377967532724142,0.3555271774530411,0.973453015089035
1100,1,finetune,layer_19.mlp_down,0.004143207333981991,0.00012020262955992794,0.0030503361485898495,0.00913443067111075,0.23730811849236488,0.973453015089035
1100,1,finetune,layer_20.attn_o,0.0015501925954595208,6.442924191633339e-05,-0.002064403146505356,0.008269659010693431,0.2509293220937252,0.973453015089035
1100,1,finetune,layer_20.mlp_down,0.004109098110347986,0.00011842049216414117,0.005151707679033279,0.008710465161129832,0.22925123944878578,0.973453015089035
1100,1,finetune,layer_21.attn_o,0.0015932656824588776,6.76163710172465e-05,-0.005051387939602137,0.011419741902500391,0.319687906652689,0.973453015089035
1100,1,finetune,layer_21.mlp_down,0.004116165451705456,0.00011782218683337407,0.005767743103206158,0.010757292155176401,0.26060838624835014,0.973453015089035
1100,1,finetune,layer_22.attn_o,0.001511602196842432,6.274870526937432e-05,0.004627852234989405,0.01201251009479165,0.38016583025455475,0.973453015089035
1100,1,finetune,layer_22.mlp_down,0.004047908820211887,0.00011538513504058351,0.006560011301189661,0.008269890677183867,0.2745596021413803,0.973453015089035
1100,1,finetune,layer_23.attn_o,0.001544150640256703,6.31165705571786e-05,-0.0027643886860460043,0.010326546849682927,0.26787563413381577,0.973453015089035
1100,1,finetune,layer_23.mlp_down,0.004033330827951431,0.00011535479866381609,0.004682053811848164,0.011008400935679674,0.25695471838116646,0.973453015089035
1100,1,finetune,layer_24.attn_o,0.001534611452370882,6.396288885196021e-05,-0.004010340198874474,0.015862285858020186,0.2714471071958542,0.973453015089035
1100,1,finetune,layer_24.mlp_down,0.004062450956553221,0.0001173344717973048,-0.006381395738571882,0.0049691759049892426,0.20642880722880363,0.973453015089035
1100,1,finetune,layer_25.attn_o,0.0016447395319119096,7.356957883147704e-05,-0.01822197064757347,0.004114912357181311,0.24120697751641273,0.973453015089035
1100,1,finetune,layer_25.mlp_down,0.0043252939358353615,0.00013377278756824198,-0.05171208456158638,-0.002599544357508421,0.221995510160923,0.973453015089035
1150,1,finetune,layer_0.attn_o,0.0005567193729802966,2.3939035499386124e-05,-0.03608604893088341,-0.015992820844985545,0.45920944958925247,0.9623520821332932
1150,1,finetune,layer_0.mlp_down,0.0014173192903399467,4.01310347671624e-05,-0.01289447396993637,-0.009133734798524529,0.33929602056741714,0.9623520821332932
1150,1,finetune,layer_1.attn_o,0.0005593346431851387,2.3167595988791312e-05,-0.004272083286195993,-0.009108912287047133,0.3825500011444092,0.9623520821332932
1150,1,finetune,layer_1.mlp_down,0.0014167744666337967,4.036649994492135e-05,0.0067566814832389355,-0.008768115425482392,0.3725323788821697,0.9623520821332932
1150,1,finetune,layer_2.attn_o,0.0005601783632300794,2.3800382620109535e-05,0.0031293274369090796,-0.011768986820243299,0.2890016548335552,0.9623520821332932
1150,1,finetune,layer_2.mlp_down,0.0014269744278863072,4.113559033139018e-05,0.0039650313556194305,-0.006935645040357485,0.31211550533771515,0.9623520821332932
1150,1,finetune,layer_3.attn_o,0.0005414563347585499,2.2992607711011297e-05,0.009060687385499477,-0.006370848976075649,0.3665955774486065,0.9623520821332932
1150,1,finetune,layer_3.mlp_down,0.0013646959559991956,3.899887899061434e-05,0.018535178154706955,-0.011475275387056172,0.36765891313552856,0.9623520821332932
1150,1,finetune,layer_4.attn_o,0.0005581971490755677,2.3973262146100155e-05,0.006285103969275951,-0.010241779265925288,0.37000012770295143,0.9623520821332932
1150,1,finetune,layer_4.mlp_down,0.0014654670376330614,4.281569454112181e-05,0.0031795825343579054,-0.011849162983708084,0.33343253284692764,0.9623520821332932
1150,1,finetune,layer_5.attn_o,0.0005642889882437885,2.3192232013324993e-05,-0.00670201051980257,-0.008161572273820639,0.39875927567481995,0.9623520821332932
1150,1,finetune,layer_5.mlp_down,0.001488568028435111,4.400698001277766e-05,0.005027136765420437,-0.008423770195804536,0.3204045630991459,0.9623520821332932
1150,1,finetune,layer_6.attn_o,0.0005619446164928377,2.48916196187005e-05,-0.0054747313261032104,-0.0036368705332279205,0.43210847675800323,0.9623520821332932
1150,1,finetune,layer_6.mlp_down,0.0014986144378781319,4.372800905821917e-05,0.003337574889883399,-0.007756141945719719,0.3549415245652199,0.9623520821332932
1150,1,finetune,layer_7.attn_o,0.0005831468151882291,2.3545938533751996e-05,-0.0048326002433896065,0.0037373827071860433,0.37960394099354744,0.9623520821332932
1150,1,finetune,layer_7.mlp_down,0.0015175029402598739,4.415022888633223e-05,0.00032195515814237297,-0.0015457669214811176,0.31836147606372833,0.9623520821332932
1150,1,finetune,layer_8.attn_o,0.0005705663934350014,2.3638672553784033e-05,-0.0025938681792467833,-0.00195364496903494,0.38123927265405655,0.9623520821332932
1150,1,finetune,layer_8.mlp_down,0.001523324172012508,4.429659849982421e-05,-0.0038811429403722286,-0.003928568039555103,0.3117435462772846,0.9623520821332932
1150,1,finetune,layer_9.attn_o,0.0005638679140247405,2.2700315377937246e-05,-0.00701096560806036,-0.002225526055553928,0.3592114932835102,0.9623520821332932
1150,1,finetune,layer_9.mlp_down,0.0015116261783987284,4.447135385526561e-05,-0.019671659916639328,-0.007168763666413724,0.3981109783053398,0.9623520821332932
1150,1,finetune,layer_10.attn_o,0.000588190567214042,2.4830522278938164e-05,-0.016563355922698975,-0.009520413601421751,0.40938930958509445,0.9623520821332932
1150,1,finetune,layer_10.mlp_down,0.0015244029927998781,4.5305645282088614e-05,-0.028979087248444557,-0.004493442364037037,0.4356522262096405,0.9623520821332932
1150,1,finetune,layer_11.attn_o,0.0005798628553748131,2.3601682492494428e-05,-0.010629267431795597,-0.004381659091450274,0.386773694306612,0.9623520821332932
1150,1,finetune,layer_11.mlp_down,0.0015280279330909252,4.597830953214057e-05,-0.02937310002744198,0.002819263085257262,0.4356885924935341,0.9623520821332932
1150,1,finetune,layer_12.attn_o,0.0005950708291493356,2.4709333461190416e-05,-0.019175047054886818,0.0008877338841557503,0.44546787440776825,0.9623520821332932
1150,1,finetune,layer_12.mlp_down,0.0015297968639060855,4.614342053526492e-05,-0.03113403730094433,0.015844244975596666,0.4497205689549446,0.9623520821332932
1150,1,finetune,layer_13.attn_o,0.0006038558203727007,2.5013104093938238e-05,-0.011857589706778526,0.0046073911362327635,0.3667779639363289,0.9623520821332932
1150,1,finetune,layer_13.mlp_down,0.0015461366856470704,4.64844429450872e-05,-0.012614832259714603,0.022703438764438033,0.4468372166156769,0.9623520821332932
1150,1,finetune,layer_14.attn_o,0.0005831430316902697,2.4821069911911507e-05,-0.012093118391931057,0.009713620936963707,0.40554534271359444,0.9623520821332932
1150,1,finetune,layer_14.mlp_down,0.0015513993566855788,4.645579229045373e-05,-0.012623605318367481,0.026534367294516414,0.40958376973867416,0.9623520821332932
1150,1,finetune,layer_15.attn_o,0.0005775602767243981,2.4674036826199128e-05,-0.007621482014656067,0.02234561089426279,0.4058497026562691,0.9623520821332932
1150,1,finetune,layer_15.mlp_down,0.0015499627916142344,4.5998354398506204e-05,-0.011654209345579147,0.018640410737134516,0.3437810242176056,0.9623520821332932
1150,1,finetune,layer_16.attn_o,0.000586196081712842,2.4562585728451696e-05,-0.0009132895502261817,0.004594087578880135,0.2529596984386444,0.9623520821332932
1150,1,finetune,layer_16.mlp_down,0.0015573236159980297,4.576012899276406e-05,-0.008885224349796772,0.009956660273019224,0.3195522613823414,0.9623520821332932
1150,1,finetune,layer_17.attn_o,0.0005976387765258551,2.5405587899817778e-05,-0.010121656581759453,0.006788384038372897,0.3339846432209015,0.9623520821332932
1150,1,finetune,layer_17.mlp_down,0.0015395298833027482,4.5483824627815635e-05,-0.013198795728385448,0.015663411701098084,0.33762049302458763,0.9623520821332932
1150,1,finetune,layer_18.attn_o,0.0005748020485043526,2.370042394894197e-05,-0.0033951245713979006,0.008608757751062512,0.3519681431353092,0.9623520821332932
1150,1,finetune,layer_18.mlp_down,0.0015446259640157223,4.524914119776049e-05,-0.009324354119598866,0.011672339518554509,0.2532362677156925,0.9623520821332932
1150,1,finetune,layer_19.attn_o,0.0005709335673600435,2.4134439949892587e-05,-0.030001142993569374,0.029671337746549398,0.3861883878707886,0.9623520821332932
1150,1,finetune,layer_19.mlp_down,0.0015216981992125511,4.414747083539285e-05,-0.012342257425189018,0.009497426333837211,0.2373727336525917,0.9623520821332932
1150,1,finetune,layer_20.attn_o,0.0005645680939778686,2.3464629112333528e-05,-0.008111301809549332,0.008201285381801426,0.22276083379983902,0.9623520821332932
1150,1,finetune,layer_20.mlp_down,0.0015071314992383122,4.343416708557645e-05,-0.00937709677964449,0.0046423147432506084,0.25789718702435493,0.9623520821332932
1150,1,finetune,layer_21.attn_o,0.0005796413752250373,2.4599316181640473e-05,-0.010492712259292603,0.003241431768401526,0.3169550411403179,0.9623520821332932
